"","X","periodo","nombre_region","toi","to","tp","td","Ocupados","Desocupados","FDT","PET","FFT","OI","sexo"
"1407",1407,"2020.JJA","Valparaíso",21.45,41.74,48.58,14.08,668115,109527,777641,1600632,822991,143288,"Mujer"
"1408",1408,"2020.JAS","Valparaíso",22.21,42.45,49.57,14.37,680185,114106,794291,1602234,807943,151096,"Mujer"
"1409",1409,"2020.ASO","Valparaíso",25.46,45.27,52,12.93,726132,107842,833974,1603872,769898,184898,"Mujer"
"1410",1410,"2020.SON","Valparaíso",27.95,47.21,53.56,11.85,757989,101857,859846,1605465,745619,211883,"Mujer"
"1411",1411,"2020.OND","Valparaíso",28.33,48.53,54.4,10.79,779889,94343,874232,1607109,732877,220941,"Mujer"
"1412",1412,"2020.NDE","Valparaíso",28.98,48.98,54.76,10.56,787931,93073,881005,1608740,727735,228314,"Mujer"
"1413",1413,"2021.DEF","Valparaíso",28.99,49.73,55.48,10.37,800754,92656,893411,1610356,716945,232125,"Mujer"
"1414",1414,"2021.EFM","Valparaíso",28.38,49.59,55.1,10,799428,88794,888222,1611972,723750,226911,"Mujer"
"1415",1415,"2021.FMA","Valparaíso",26.9,48.22,53.95,10.63,778031,92587,870618,1613615,742997,209274,"Mujer"
"1416",1416,"2021.MAM","Valparaíso",25.75,47.77,53.49,10.7,771553,92422,863975,1615233,751258,198690,"Mujer"
"1417",1417,"2021.AMJ","Valparaíso",26.16,48.06,53.8,10.67,777070,92782,869852,1616827,746975,203244,"Mujer"
"1418",1418,"2021.MJJ","Valparaíso",26.68,49.32,54.64,9.74,798207,86174,884381,1618428,734047,212995,"Mujer"
"1419",1419,"2021.JJA","Valparaíso",27.74,50.48,55.63,9.26,817791,83469,901260,1619997,718737,226885,"Mujer"
"1420",1420,"2021.JAS","Valparaíso",27.81,50.37,55.19,8.73,816627,78150,894777,1621408,726631,227066,"Mujer"
"1421",1421,"2021.ASO","Valparaíso",28.94,51.53,55.98,7.95,836309,72212,908521,1622850,714329,242003,"Mujer"
"1422",1422,"2021.SON","Valparaíso",29.15,52.02,56.06,7.22,844900,65736,910636,1624287,713651,246306,"Mujer"
"1423",1423,"2021.OND","Valparaíso",29.75,52.88,57.1,7.4,859653,68649,928302,1625731,697429,255714,"Mujer"
"1424",1424,"2021.NDE","Valparaíso",29.55,53.3,57.53,7.35,867303,68804,936107,1627131,691024,256324,"Mujer"
"1425",1425,"2022.DEF","Valparaíso",29.16,53.45,57.96,7.78,870507,73448,943956,1628584,684628,253866,"Mujer"
"1426",1426,"2022.EFM","Valparaíso",28.02,53.45,58.02,7.87,871294,74433,945728,1630011,684283,244128,"Mujer"
"1427",1427,"2022.FMA","Valparaíso",28.8,53.03,57.78,8.21,865191,77395,942586,1631413,688827,249181,"Mujer"
"1428",1428,"2022.MAM","Valparaíso",28.75,52.74,57.6,8.43,861226,79248,940474,1632834,692360,247586,"Mujer"
"1429",1429,"2022.AMJ","Valparaíso",29.54,53.05,57.74,8.13,866933,76723,943656,1634312,690656,256084,"Mujer"
"1430",1430,"2022.MJJ","Valparaíso",28.99,52.76,57.69,8.54,863031,80546,943577,1635729,692152,250231,"Mujer"
"1431",1431,"2022.JJA","Valparaíso",29.56,53.23,58.15,8.46,871468,80590,952058,1637152,685094,257636,"Mujer"
"1432",1432,"2022.JAS","Valparaíso",28.56,53.94,59.18,8.87,883790,85988,969778,1638612,668834,252452,"Mujer"
"1433",1433,"2022.ASO","Valparaíso",29.28,53.96,58.83,8.29,884882,79968,964850,1640036,675186,259101,"Mujer"
"1434",1434,"2022.SON","Valparaíso",28.98,54.25,59.04,8.11,890445,78586,969031,1641444,672413,258072,"Mujer"
"1435",1435,"2022.OND","Valparaíso",29.42,54.25,58.75,7.66,891254,73888,965143,1642897,677754,262247,"Mujer"
"1436",1436,"2022.NDE","Valparaíso",28.67,54.86,59.5,7.8,902016,76362,978378,1644302,665924,258581,"Mujer"
"1437",1437,"2023.DEF","Valparaíso",28.43,54.34,58.81,7.6,894285,73592,967877,1645718,677841,254215,"Mujer"
"1438",1438,"2023.EFM","Valparaíso",28.66,53.86,58.77,8.34,887246,80732,967978,1647177,679199,254319,"Mujer"
"1439",1439,"2023.FMA","Valparaíso",28.24,53.8,58.47,7.99,886891,77023,963914,1648591,684677,250467,"Mujer"
"1440",1440,"2023.MAM","Valparaíso",28.4,54.36,59.14,8.09,896909,78962,975871,1650034,674163,254727,"Mujer"
"1441",1441,"2023.AMJ","Valparaíso",28.93,54.69,59.68,8.36,903215,82410,985625,1651478,665853,261307,"Mujer"
"1442",1442,"2023.MJJ","Valparaíso",29.49,54.51,59.99,9.14,901023,90599,991622,1652862,661240,265698,"Mujer"
"1443",1443,"2023.JJA","Valparaíso",30.34,54.75,60.44,9.42,905724,94173,999896,1654348,654452,274767,"Mujer"
"1444",1444,"2020.JJA","O'Higgins",20.94,45.42,52.11,12.84,361924,53313,415237,796910,381673,75803,"Mujer"
"1445",1445,"2020.JAS","O'Higgins",23.43,46.9,53.46,12.28,374147,52365,426513,797769,371256,87678,"Mujer"
"1446",1446,"2020.ASO","O'Higgins",26.88,48.65,55.02,11.59,388491,50943,439434,798613,359179,104426,"Mujer"
"1447",1447,"2020.SON","O'Higgins",27.84,49.69,55.54,10.54,397252,46784,444035,799432,355397,110609,"Mujer"
"1448",1448,"2020.OND","O'Higgins",26.58,50.66,56.34,10.07,405459,45400,450859,800312,349453,107754,"Mujer"
"1449",1449,"2020.NDE","O'Higgins",24.75,50.71,56.37,10.04,406251,45364,451615,801157,349542,100552,"Mujer"
"1450",1450,"2021.DEF","O'Higgins",24.29,51.55,56.91,9.42,413459,42999,456458,802009,345551,100423,"Mujer"
"1451",1451,"2021.EFM","O'Higgins",25.64,51,56.52,9.77,409418,44314,453732,802845,349113,104963,"Mujer"
"1452",1452,"2021.FMA","O'Higgins",25,49.93,55.28,9.67,401276,42953,444228,803661,359433,100304,"Mujer"
"1453",1453,"2021.MAM","O'Higgins",25.44,48.07,54.13,11.2,386743,48759,435502,804518,369016,98402,"Mujer"
"1454",1454,"2021.AMJ","O'Higgins",23.52,46.28,52.07,11.12,372715,46626,419341,805381,386040,87678,"Mujer"
"1455",1455,"2021.MJJ","O'Higgins",24.49,46.87,52.34,10.46,377870,44121,421990,806227,384237,92547,"Mujer"
"1456",1456,"2021.JJA","O'Higgins",24.93,47.36,51.75,8.48,382230,35424,417654,807064,389410,95299,"Mujer"
"1457",1457,"2021.JAS","O'Higgins",27.01,48.46,52.45,7.61,391478,32238,423716,807827,384111,105734,"Mujer"
"1458",1458,"2021.ASO","O'Higgins",28.07,49.14,53.28,7.76,397371,33417,430789,808585,377796,111544,"Mujer"
"1459",1459,"2021.SON","O'Higgins",29.28,50.17,54.37,7.73,406061,34002,440062,809369,369307,118877,"Mujer"
"1460",1460,"2021.OND","O'Higgins",29.56,52.17,56.11,7.02,422628,31910,454538,810115,355577,124943,"Mujer"
"1461",1461,"2021.NDE","O'Higgins",29.17,53.54,57.27,6.51,434153,30246,464399,810911,346512,126631,"Mujer"
"1462",1462,"2022.DEF","O'Higgins",29.06,55.14,58.91,6.39,447592,30537,478129,811683,333554,130050,"Mujer"
"1463",1463,"2022.EFM","O'Higgins",28.41,54.46,58.42,6.77,442501,32147,474648,812462,337814,125708,"Mujer"
"1464",1464,"2022.FMA","O'Higgins",28.07,54.54,58.39,6.58,443565,31252,474816,813212,338396,124511,"Mujer"
"1465",1465,"2022.MAM","O'Higgins",28.08,52.73,56.83,7.22,429227,33405,462632,814009,351377,120506,"Mujer"
"1466",1466,"2022.AMJ","O'Higgins",27.78,51.64,56.13,8,420700,36599,457299,814733,357434,116862,"Mujer"
"1467",1467,"2022.MJJ","O'Higgins",27.93,51.1,55.38,7.72,416749,34846,451595,815513,363918,116383,"Mujer"
"1468",1468,"2022.JJA","O'Higgins",28.32,51.8,55.98,7.46,422887,34082,456969,816314,359345,119782,"Mujer"
"1469",1469,"2022.JAS","O'Higgins",29.34,51.85,55.94,7.31,423665,33421,457086,817077,359991,124288,"Mujer"
"1470",1470,"2022.ASO","O'Higgins",29.02,51.79,55.79,7.16,423586,32692,456278,817878,361600,122910,"Mujer"
"1471",1471,"2022.SON","O'Higgins",29.59,52.04,55.59,6.39,425994,29079,455074,818647,363573,126066,"Mujer"
"1472",1472,"2022.OND","O'Higgins",28.09,52.45,55.69,5.8,429838,26484,456323,819458,363135,120725,"Mujer"
"1473",1473,"2022.NDE","O'Higgins",28.58,52.29,55.8,6.29,428926,28783,457709,820272,362563,122603,"Mujer"
"1474",1474,"2023.DEF","O'Higgins",27.22,52,55.87,6.93,426982,31793,458775,821085,362310,116222,"Mujer"
"1475",1475,"2023.EFM","O'Higgins",29.13,52.35,56.76,7.77,430263,36232,466495,821846,355351,125330,"Mujer"
"1476",1476,"2023.FMA","O'Higgins",27.98,52.41,57.4,8.69,431173,41016,472189,822652,350463,120644,"Mujer"
"1477",1477,"2023.MAM","O'Higgins",29.21,50.67,56.39,10.14,417244,47075,464319,823440,359121,121876,"Mujer"
"1478",1478,"2023.AMJ","O'Higgins",28.32,50.03,56.27,11.1,412349,51476,463825,824234,360409,116759,"Mujer"
"1479",1479,"2023.MJJ","O'Higgins",29.07,50.62,56.48,10.39,417620,48408,466028,825048,359020,121409,"Mujer"
"1480",1480,"2023.JJA","O'Higgins",29.55,51.52,56.89,9.44,425461,44336,469797,825852,356055,125706,"Mujer"
"1481",1481,"2020.JJA","Maule",23.82,44.89,50.35,10.85,409082,49792,458875,911371,452496,97452,"Mujer"
"1482",1482,"2020.JAS","Maule",24.6,46.33,51.7,10.39,422625,49021,471646,912269,440623,103962,"Mujer"
"1483",1483,"2020.ASO","Maule",27.17,47.95,53.17,9.82,437821,47694,485515,913171,427656,118936,"Mujer"
"1484",1484,"2020.SON","Maule",28.35,49.77,55.16,9.77,454932,49269,504202,914065,409863,128974,"Mujer"
"1485",1485,"2020.OND","Maule",29.67,51.77,56.11,7.73,473669,39689,513358,914979,401621,140543,"Mujer"
"1486",1486,"2020.NDE","Maule",29.72,51.27,55.54,7.69,469554,39126,508680,915886,407206,139538,"Mujer"
"1487",1487,"2021.DEF","Maule",29.67,50.45,54.29,7.07,462559,35190,497750,916807,419057,137227,"Mujer"
"1488",1488,"2021.EFM","Maule",28.64,49.4,53.48,7.63,453345,37468,490814,917720,426906,129820,"Mujer"
"1489",1489,"2021.FMA","Maule",28.6,48.91,52.55,6.92,449303,33419,482722,918625,435903,128514,"Mujer"
"1490",1490,"2021.MAM","Maule",27.95,47.79,51.86,7.85,439482,37426,476908,919528,442620,122824,"Mujer"
"1491",1491,"2021.AMJ","Maule",27.83,46.54,50.92,8.61,428356,40365,468721,920435,451714,119231,"Mujer"
"1492",1492,"2021.MJJ","Maule",27.94,46.67,51.11,8.69,430010,40939,470949,921370,450421,120141,"Mujer"
"1493",1493,"2021.JJA","Maule",29.89,47.61,51.36,7.32,439040,34662,473702,922242,448540,131213,"Mujer"
"1494",1494,"2021.JAS","Maule",30.56,48.9,52.67,7.17,451389,34867,486256,923130,436874,137948,"Mujer"
"1495",1495,"2021.ASO","Maule",30.89,49.79,53.08,6.18,460093,30327,490421,923982,433561,142131,"Mujer"
"1496",1496,"2021.SON","Maule",29.34,50.65,53.77,5.8,468442,28839,497281,924805,427524,137450,"Mujer"
"1497",1497,"2021.OND","Maule",29.74,52.81,55.4,4.68,488841,24015,512856,925682,412826,145376,"Mujer"
"1498",1498,"2021.NDE","Maule",29.08,53.67,56.57,5.12,497295,26862,524157,926552,402395,144635,"Mujer"
"1499",1499,"2022.DEF","Maule",30.01,54.33,56.98,4.65,503876,24580,528457,927381,398924,151202,"Mujer"
"1500",1500,"2022.EFM","Maule",30.71,53.85,56.58,4.83,499844,25343,525187,928253,403066,153495,"Mujer"
"1501",1501,"2022.FMA","Maule",31.46,53.59,56.37,4.94,497892,25892,523784,929131,405347,156652,"Mujer"
"1502",1502,"2022.MAM","Maule",30.99,53.47,56.85,5.94,497246,31397,528643,929968,401325,154116,"Mujer"
"1503",1503,"2022.AMJ","Maule",28.74,51.75,55.34,6.48,481756,33391,515148,930843,415695,138462,"Mujer"
"1504",1504,"2022.MJJ","Maule",28.62,51.08,55.33,7.68,475951,39577,515528,931712,416184,136214,"Mujer"
"1505",1505,"2022.JJA","Maule",29.13,50.56,54.68,7.53,471519,38400,509919,932541,422622,137373,"Mujer"
"1506",1506,"2022.JAS","Maule",30.82,50.61,55.22,8.35,472409,43025,515434,933410,417976,145589,"Mujer"
"1507",1507,"2022.ASO","Maule",31.49,50.5,54.42,7.2,471798,36598,508397,934272,425875,148558,"Mujer"
"1508",1508,"2022.SON","Maule",30.7,51.38,55.9,8.08,480441,42260,522701,935122,412421,147485,"Mujer"
"1509",1509,"2022.OND","Maule",31.07,54.01,57.91,6.74,505563,36524,542087,936005,393918,157094,"Mujer"
"1510",1510,"2022.NDE","Maule",31.17,55.78,59.87,6.84,522579,38365,560944,936886,375942,162897,"Mujer"
"1511",1511,"2023.DEF","Maule",31.81,55.96,59.75,6.34,524747,35534,560281,937736,377455,166922,"Mujer"
"1512",1512,"2023.EFM","Maule",32.77,54.86,59.41,7.65,514923,42684,557607,938587,380980,168752,"Mujer"
"1513",1513,"2023.FMA","Maule",32.34,53.51,58.47,8.48,502689,46596,549286,939478,390192,162567,"Mujer"
"1514",1514,"2023.MAM","Maule",33.41,52.96,58.21,9.01,498006,49309,547315,940310,392995,166395,"Mujer"
"1515",1515,"2023.AMJ","Maule",33.73,51.65,56.72,8.94,486157,47734,533891,941195,407304,163997,"Mujer"
"1516",1516,"2023.MJJ","Maule",34.86,51.87,57.05,9.09,488641,48841,537482,942063,404581,170327,"Mujer"
"1517",1517,"2023.JJA","Maule",33.39,52.09,57.47,9.36,491171,50716,541887,942946,401059,164015,"Mujer"
"1518",1518,"2020.JJA","Biobío",21.16,43.78,48.8,10.3,589637,67706,657343,1346963,689620,124773,"Mujer"
"1519",1519,"2020.JAS","Biobío",21.27,43.99,49.01,10.24,592831,67638,660469,1347720,687251,126096,"Mujer"
"1520",1520,"2020.ASO","Biobío",22.14,44.48,49.67,10.45,599741,70016,669757,1348457,678700,132778,"Mujer"
"1521",1521,"2020.SON","Biobío",23.2,44.89,50.18,10.55,605637,71397,677034,1349246,672212,140520,"Mujer"
"1522",1522,"2020.OND","Biobío",23.76,44.84,49.98,10.3,605274,69470,674744,1349989,675245,143807,"Mujer"
"1523",1523,"2020.NDE","Biobío",23.77,45.63,50.65,9.91,616396,67823,684219,1350803,666584,146496,"Mujer"
"1524",1524,"2021.DEF","Biobío",23.95,45.91,51.03,10.04,620463,69270,689734,1351542,661808,148579,"Mujer"
"1525",1525,"2021.EFM","Biobío",25.23,46.24,51.05,9.44,625227,65148,690375,1352273,661898,157746,"Mujer"
"1526",1526,"2021.FMA","Biobío",24.67,46,50.35,8.64,622373,58864,681237,1353053,671816,153539,"Mujer"
"1527",1527,"2021.MAM","Biobío",24.89,46.31,50.02,7.42,627009,50243,677252,1353829,676577,156050,"Mujer"
"1528",1528,"2021.AMJ","Biobío",24.97,46.26,49.9,7.3,626639,49322,675960,1354575,678615,156459,"Mujer"
"1529",1529,"2021.MJJ","Biobío",25.47,46.79,50.63,7.58,634174,51987,686161,1355331,669170,161545,"Mujer"
"1530",1530,"2021.JJA","Biobío",25.47,47.18,51.31,8.06,639829,56064,695893,1356136,660243,162980,"Mujer"
"1531",1531,"2021.JAS","Biobío",25.37,47.18,51.48,8.36,640118,58426,698544,1356882,658338,162377,"Mujer"
"1532",1532,"2021.ASO","Biobío",25.8,48.04,52.25,8.06,652209,57186,709395,1357584,648189,168290,"Mujer"
"1533",1533,"2021.SON","Biobío",24.79,48.17,52.14,7.62,654290,53984,708274,1358335,650061,162225,"Mujer"
"1534",1534,"2021.OND","Biobío",24.88,48.4,51.8,6.57,657773,46225,703999,1359046,655047,163671,"Mujer"
"1535",1535,"2021.NDE","Biobío",25.63,48.52,52.46,7.51,659770,53539,713309,1359799,646490,169105,"Mujer"
"1536",1536,"2022.DEF","Biobío",25.65,48.77,52.51,7.12,663475,50878,714353,1360502,646149,170164,"Mujer"
"1537",1537,"2022.EFM","Biobío",24.79,49.06,53.48,8.25,667888,60067,727955,1361264,633309,165560,"Mujer"
"1538",1538,"2022.FMA","Biobío",24.08,49.09,53.06,7.49,668598,54151,722748,1362042,639294,160972,"Mujer"
"1539",1539,"2022.MAM","Biobío",24.99,50.02,54.11,7.56,681663,55766,737430,1362752,625322,170363,"Mujer"
"1540",1540,"2022.AMJ","Biobío",24.78,50.18,54.07,7.2,684187,53053,737239,1363466,626227,169542,"Mujer"
"1541",1541,"2022.MJJ","Biobío",24.67,50.05,53.86,7.08,682789,51996,734786,1364186,629400,168412,"Mujer"
"1542",1542,"2022.JJA","Biobío",24.33,49.83,53.7,7.21,680175,52853,733028,1364927,631899,165464,"Mujer"
"1543",1543,"2022.JAS","Biobío",25.71,50.09,53.73,6.77,684026,49679,733706,1365602,631896,175836,"Mujer"
"1544",1544,"2022.ASO","Biobío",26.27,50.69,54.38,6.79,692564,50452,743016,1366340,623324,181906,"Mujer"
"1545",1545,"2022.SON","Biobío",27.14,50.75,54.16,6.3,693793,46615,740408,1367029,626621,188304,"Mujer"
"1546",1546,"2022.OND","Biobío",26.88,51.51,55.25,6.78,704517,51223,755740,1367744,612004,189383,"Mujer"
"1547",1547,"2022.NDE","Biobío",27.36,50.9,54.6,6.77,696546,50570,747115,1368449,621334,190595,"Mujer"
"1548",1548,"2023.DEF","Biobío",26.95,50.38,54.15,6.97,689785,51646,741431,1369121,627690,185892,"Mujer"
"1549",1549,"2023.EFM","Biobío",27.66,49.83,53.73,7.26,682626,53419,736045,1369869,633824,188827,"Mujer"
"1550",1550,"2023.FMA","Biobío",27.75,50.03,54.17,7.64,685670,56748,742418,1370591,628173,190303,"Mujer"
"1551",1551,"2023.MAM","Biobío",27.99,50.26,54.72,8.15,689148,61148,750295,1371240,620945,192921,"Mujer"
"1552",1552,"2023.AMJ","Biobío",26.7,50.35,54.88,8.25,690745,62138,752883,1371969,619086,184432,"Mujer"
"1553",1553,"2023.MJJ","Biobío",26.4,50,54.51,8.27,686267,61908,748174,1372654,624480,181172,"Mujer"
"1554",1554,"2023.JJA","Biobío",26.04,49.92,54.64,8.64,685605,64821,750426,1373351,622925,178536,"Mujer"
"1555",1555,"2020.JJA","Araucanía",28.45,39.67,45.52,12.84,322145,47460,369605,812030,442425,91639,"Mujer"
"1556",1556,"2020.JAS","Araucanía",30.99,40.28,45.39,11.26,327262,41508,368769,812530,443761,101427,"Mujer"
"1557",1557,"2020.ASO","Araucanía",31.9,41.24,46.05,10.44,335271,39089,374359,813013,438654,106960,"Mujer"
"1558",1558,"2020.SON","Araucanía",31.56,40.62,44.99,9.7,330497,35497,365994,813544,447550,104302,"Mujer"
"1559",1559,"2020.OND","Araucanía",29.94,41.18,45.29,9.08,335218,33460,368678,814100,445422,100361,"Mujer"
"1560",1560,"2020.NDE","Araucanía",29.74,43,46.88,8.28,350259,31602,381862,814613,432751,104168,"Mujer"
"1561",1561,"2021.DEF","Araucanía",29.59,45.1,48.97,7.9,367658,31552,399210,815145,415935,108790,"Mujer"
"1562",1562,"2021.EFM","Araucanía",31.02,44.29,47.97,7.67,361232,30028,391260,815653,424393,112037,"Mujer"
"1563",1563,"2021.FMA","Araucanía",30.35,43.6,47.64,8.48,355809,32986,388795,816167,427372,107975,"Mujer"
"1564",1564,"2021.MAM","Araucanía",29.57,42.67,46.6,8.43,348514,32087,380601,816710,436109,103054,"Mujer"
"1565",1565,"2021.AMJ","Araucanía",28.33,41.98,45.97,8.68,343031,32622,375653,817213,441560,97182,"Mujer"
"1566",1566,"2021.MJJ","Araucanía",29.87,42.57,46.25,7.94,348140,30045,378185,817755,439570,103990,"Mujer"
"1567",1567,"2021.JJA","Araucanía",30.41,43.14,46.66,7.54,352968,28802,381769,818262,436493,107346,"Mujer"
"1568",1568,"2021.JAS","Araucanía",33.02,44.36,47.75,7.09,363200,27726,390927,818752,427825,119933,"Mujer"
"1569",1569,"2021.ASO","Araucanía",34.08,45.37,48.58,6.61,371679,26307,397986,819258,421272,126656,"Mujer"
"1570",1570,"2021.SON","Araucanía",34.83,46.75,49.74,6.01,383271,24490,407761,819757,411996,133504,"Mujer"
"1571",1571,"2021.OND","Araucanía",34.12,48.39,50.93,5,396900,20886,417786,820274,402488,135441,"Mujer"
"1572",1572,"2021.NDE","Araucanía",33.67,48.92,51.6,5.21,401480,22057,423537,820770,397233,135196,"Mujer"
"1573",1573,"2022.DEF","Araucanía",34.48,49.6,52.99,6.41,407321,27878,435199,821231,386032,140444,"Mujer"
"1574",1574,"2022.EFM","Araucanía",35.76,49.22,53.02,7.16,404477,31173,435651,821704,386053,144655,"Mujer"
"1575",1575,"2022.FMA","Araucanía",36.96,49.61,53.93,8.02,407914,35571,443485,822260,378775,150780,"Mujer"
"1576",1576,"2022.MAM","Araucanía",36.83,49.85,54.09,7.84,410172,34901,445073,822772,377699,151073,"Mujer"
"1577",1577,"2022.AMJ","Araucanía",34.76,49.15,53.51,8.14,404613,35850,440463,823202,382739,140662,"Mujer"
"1578",1578,"2022.MJJ","Araucanía",33.79,48.48,52.5,7.67,399305,33166,432471,823714,391243,134916,"Mujer"
"1579",1579,"2022.JJA","Araucanía",35.16,48.57,52.59,7.65,400268,33173,433441,824186,390745,140752,"Mujer"
"1580",1580,"2022.JAS","Araucanía",37.02,48.6,52.9,8.13,400840,35454,436295,824701,388406,148376,"Mujer"
"1581",1581,"2022.ASO","Araucanía",37.9,49.75,54.51,8.73,410561,39256,449817,825187,375370,155618,"Mujer"
"1582",1582,"2022.SON","Araucanía",36.82,50.15,54.81,8.49,414095,38441,452536,825672,373136,152456,"Mujer"
"1583",1583,"2022.OND","Araucanía",36.77,50.73,55.13,7.99,419090,36377,455466,826158,370692,154094,"Mujer"
"1584",1584,"2022.NDE","Araucanía",35.18,50.48,54.4,7.2,417287,32383,449671,826642,376971,146799,"Mujer"
"1585",1585,"2023.DEF","Araucanía",35.31,50.58,54.52,7.22,418394,32572,450966,827117,376151,147750,"Mujer"
"1586",1586,"2023.EFM","Araucanía",34.53,51.16,55.22,7.35,423443,33611,457054,827626,370572,146220,"Mujer"
"1587",1587,"2023.FMA","Araucanía",36.17,51.8,55.72,7.03,428982,32417,461399,828141,366742,155179,"Mujer"
"1588",1588,"2023.MAM","Araucanía",34.69,50.87,54.71,7.02,421537,31836,453372,828628,375256,146230,"Mujer"
"1589",1589,"2023.AMJ","Araucanía",35.62,49.82,53.73,7.28,413074,32433,445507,829092,383585,147132,"Mujer"
"1590",1590,"2023.MJJ","Araucanía",34.9,49.89,53.97,7.56,413921,33845,447766,829603,381837,144472,"Mujer"
"1591",1591,"2023.JJA","Araucanía",35.49,50.05,54.32,7.86,415447,35462,450910,830066,379156,147436,"Mujer"
"1592",1592,"2020.JJA","Los Lagos",23.53,42.6,47.6,10.5,305468,35821,341289,717041,375752,71888,"Mujer"
"1593",1593,"2020.JAS","Los Lagos",23.25,43.1,46.23,6.77,309345,22453,331797,717662,385865,71916,"Mujer"
"1594",1594,"2020.ASO","Los Lagos",24.4,44.1,45.87,3.87,316781,12751,329532,718331,388799,77305,"Mujer"
"1595",1595,"2020.SON","Los Lagos",26.55,44.35,45.73,3,318895,9864,328760,718973,390213,84681,"Mujer"
"1596",1596,"2020.OND","Los Lagos",27.47,43.69,45.22,3.37,314433,10960,325392,719648,394256,86366,"Mujer"
"1597",1597,"2020.NDE","Los Lagos",26.29,45.47,47.21,3.69,327493,12562,340055,720292,380237,86090,"Mujer"
"1598",1598,"2021.DEF","Los Lagos",24.34,46.57,48.4,3.79,335706,13209,348914,720933,372019,81699,"Mujer"
"1599",1599,"2021.EFM","Los Lagos",26.07,47.46,49.39,3.9,342446,13904,356350,721552,365202,89287,"Mujer"
"1600",1600,"2021.FMA","Los Lagos",26.19,46.56,48.35,3.69,336288,12871,349159,722196,373037,88080,"Mujer"
"1601",1601,"2021.MAM","Los Lagos",27.49,45.65,47.67,4.24,329980,14622,344602,722839,378237,90707,"Mujer"
"1602",1602,"2021.AMJ","Los Lagos",24.98,44.74,46.5,3.8,323684,12787,336470,723516,387046,80846,"Mujer"
"1603",1603,"2021.MJJ","Los Lagos",25.86,44.81,46.65,3.93,324517,13275,337792,724139,386347,83925,"Mujer"
"1604",1604,"2021.JJA","Los Lagos",25.93,45,46.59,3.41,326128,11522,337649,724725,387076,84576,"Mujer"
"1605",1605,"2021.JAS","Los Lagos",26.71,45.44,46.85,3.03,329544,10282,339826,725304,385478,88029,"Mujer"
"1606",1606,"2021.ASO","Los Lagos",27.16,45.28,46.56,2.75,328728,9280,338008,725914,387906,89269,"Mujer"
"1607",1607,"2021.SON","Los Lagos",27.33,45.75,47.01,2.69,332366,9174,341540,726497,384957,90839,"Mujer"
"1608",1608,"2021.OND","Los Lagos",27.58,45.42,47.06,3.5,330234,11964,342198,727090,384892,91088,"Mujer"
"1609",1609,"2021.NDE","Los Lagos",29.34,44.83,46.21,2.97,326222,10002,336224,727648,391424,95714,"Mujer"
"1610",1610,"2022.DEF","Los Lagos",29.69,45.06,46.49,3.06,328188,10345,338532,728258,389726,97430,"Mujer"
"1611",1611,"2022.EFM","Los Lagos",29.76,46.15,47.33,2.48,336394,8548,344942,728846,383904,100120,"Mujer"
"1612",1612,"2022.FMA","Los Lagos",27.91,47.58,49.31,3.52,347031,12671,359702,729422,369720,96851,"Mujer"
"1613",1613,"2022.MAM","Los Lagos",27.25,47.48,49.27,3.62,346637,13008,359645,729999,370354,94457,"Mujer"
"1614",1614,"2022.AMJ","Los Lagos",25.77,48.18,50.54,4.66,351987,17222,369210,730601,361391,90704,"Mujer"
"1615",1615,"2022.MJJ","Los Lagos",25.68,48.5,50.88,4.68,354601,17397,371998,731180,359182,91050,"Mujer"
"1616",1616,"2022.JJA","Los Lagos",27.09,47.78,50.57,5.52,349647,20416,370063,731798,361735,94715,"Mujer"
"1617",1617,"2022.JAS","Los Lagos",29.02,46.37,48.61,4.61,339633,16405,356039,732373,376334,98562,"Mujer"
"1618",1618,"2022.ASO","Los Lagos",29.05,46.17,48.31,4.43,338448,15688,354137,733031,378894,98316,"Mujer"
"1619",1619,"2022.SON","Los Lagos",28.81,45.63,47.46,3.86,334781,13430,348211,733652,385441,96442,"Mujer"
"1620",1620,"2022.OND","Los Lagos",29.02,46.15,47.89,3.65,338839,12825,351664,734276,382612,98326,"Mujer"
"1621",1621,"2022.NDE","Los Lagos",30.53,46.81,48.42,3.31,344032,11776,355808,734899,379091,105049,"Mujer"
"1622",1622,"2023.DEF","Los Lagos",29.19,47.21,49.04,3.74,347260,13501,360761,735588,374827,101363,"Mujer"
"1623",1623,"2023.EFM","Los Lagos",29.14,48.33,50.43,4.16,355773,15455,371228,736183,364955,103668,"Mujer"
"1624",1624,"2023.FMA","Los Lagos",27.59,48.48,50.8,4.58,357179,17160,374340,736822,362482,98543,"Mujer"
"1625",1625,"2023.MAM","Los Lagos",28.66,50.31,52.57,4.3,370972,16664,387636,737438,349802,106319,"Mujer"
"1626",1626,"2023.AMJ","Los Lagos",28.26,48.86,51.12,4.41,360659,16631,377290,738076,360786,101937,"Mujer"
"1627",1627,"2023.MJJ","Los Lagos",28.38,47.67,49.86,4.38,352170,16150,368320,738708,370388,99960,"Mujer"
"1628",1628,"2023.JJA","Los Lagos",28.27,46.71,48.68,4.04,345389,14560,359949,739384,379435,97655,"Mujer"
"1629",1629,"2020.JJA","Aysén",29.88,63.62,69.68,8.71,53432,5096,58528,83990,25462,15965,"Mujer"
"1630",1630,"2020.JAS","Aysén",31.75,63.74,68.32,6.7,53577,3846,57423,84055,26632,17009,"Mujer"
