"","X","periodo","nombre_region","toi","to","tp","td","Ocupados","Desocupados","FDT","PET","FFT","OI","sexo"
"472",472,"2022.SON","Metropolitana",23.91,58.29,63.87,8.74,3962677,379383,4342060,6797898,2455838,947420,"Ambos sexos"
"473",473,"2022.OND","Metropolitana",24.02,58.42,64.11,8.87,3974311,386738,4361049,6802601,2441552,954750,"Ambos sexos"
"474",474,"2022.NDE","Metropolitana",24.17,58.64,64.55,9.16,3991607,402271,4393878,6807294,2413416,964921,"Ambos sexos"
"475",475,"2023.DEF","Metropolitana",24.54,58.98,65.33,9.71,4017819,432287,4450106,6812060,2361954,986057,"Ambos sexos"
"476",476,"2023.EFM","Metropolitana",24.53,58.82,65.46,10.14,4009820,452497,4462317,6816747,2354430,983452,"Ambos sexos"
"477",477,"2023.FMA","Metropolitana",24.29,58.81,65.06,9.6,4012024,425996,4438020,6821435,2383415,974610,"Ambos sexos"
"478",478,"2023.MAM","Metropolitana",24.15,59.02,64.97,9.15,4028875,405854,4434729,6826217,2391488,973086,"Ambos sexos"
"479",479,"2023.AMJ","Metropolitana",23.94,59.41,65.27,8.98,4058177,400542,4458719,6830899,2372180,971642,"Ambos sexos"
"480",480,"2023.MJJ","Metropolitana",23.11,59.36,65.48,9.35,4057815,418344,4476160,6835587,2359427,937672,"Ambos sexos"
"481",481,"2023.JJA","Metropolitana",22.81,59.02,65.3,9.61,4037291,429334,4466625,6840306,2373681,920933,"Ambos sexos"
"482",482,"2020.JJA","Los Ríos",33.44,43.26,51.35,15.75,142454,26637,169091,329270,160179,47636,"Ambos sexos"
"483",483,"2020.JAS","Los Ríos",35.38,43.55,50.72,14.13,143497,23622,167119,329472,162353,50775,"Ambos sexos"
"484",484,"2020.ASO","Los Ríos",35.54,46.25,52.97,12.69,152479,22160,174638,329673,155035,54189,"Ambos sexos"
"485",485,"2020.SON","Los Ríos",34.56,48.07,53.04,9.36,158595,16385,174981,329909,154928,54815,"Ambos sexos"
"486",486,"2020.OND","Los Ríos",34.04,48.39,53.02,8.73,159757,15283,175040,330114,155074,54378,"Ambos sexos"
"487",487,"2020.NDE","Los Ríos",34.08,47.76,52.64,9.28,157769,16131,173900,330340,156440,53770,"Ambos sexos"
"488",488,"2021.DEF","Los Ríos",34.08,48.18,53.76,10.38,159247,18443,177690,330546,152856,54275,"Ambos sexos"
"489",489,"2021.EFM","Los Ríos",34.51,49.2,55.17,10.82,162737,19743,182480,330765,148285,56164,"Ambos sexos"
"490",490,"2021.FMA","Los Ríos",33.75,48.71,54.41,10.47,161207,18861,180069,330969,150900,54413,"Ambos sexos"
"491",491,"2021.MAM","Los Ríos",32.11,47.99,53.05,9.54,158926,16761,175687,331188,155501,51027,"Ambos sexos"
"492",492,"2021.AMJ","Los Ríos",31.83,47.63,51.86,8.14,157859,13990,171849,331399,159550,50245,"Ambos sexos"
"493",493,"2021.MJJ","Los Ríos",32.99,46.75,51.18,8.66,155040,14701,169741,331634,161893,51148,"Ambos sexos"
"494",494,"2021.JJA","Los Ríos",33.48,46.16,50.76,9.06,153177,15259,168436,331850,163414,51286,"Ambos sexos"
"495",495,"2021.JAS","Los Ríos",31.51,46.9,51.31,8.6,155732,14654,170386,332057,161671,49069,"Ambos sexos"
"496",496,"2021.ASO","Los Ríos",32.45,48.8,52.65,7.31,162133,12785,174918,332258,157340,52617,"Ambos sexos"
"497",497,"2021.SON","Los Ríos",35.49,51.13,54.53,6.24,169985,11321,181305,332473,151168,60320,"Ambos sexos"
"498",498,"2021.OND","Los Ríos",34.7,52.51,55.85,5.97,174707,11099,185805,332681,146876,60622,"Ambos sexos"
"499",499,"2021.NDE","Los Ríos",35.19,53.35,57.15,6.65,177586,12648,190234,332844,142610,62494,"Ambos sexos"
"500",500,"2022.DEF","Los Ríos",32.69,53.99,57.32,5.81,179805,11100,190905,333056,142151,58780,"Ambos sexos"
"501",501,"2022.EFM","Los Ríos",33.86,53.49,57.12,6.36,178269,12104,190372,333266,142894,60361,"Ambos sexos"
"502",502,"2022.FMA","Los Ríos",33.86,53.19,56.59,6,177361,11326,188688,333457,144769,60054,"Ambos sexos"
"503",503,"2022.MAM","Los Ríos",32.64,52.65,56.23,6.36,175682,11941,187623,333670,146047,57346,"Ambos sexos"
"504",504,"2022.AMJ","Los Ríos",32.75,52.51,55.71,5.75,175326,10687,186013,333870,147857,57413,"Ambos sexos"
"505",505,"2022.MJJ","Los Ríos",32.58,53.53,56.61,5.43,178829,10275,189103,334043,144940,58267,"Ambos sexos"
"506",506,"2022.JJA","Los Ríos",32.34,52.28,55.96,6.56,174767,12276,187043,334263,147220,56523,"Ambos sexos"
"507",507,"2022.JAS","Los Ríos",33,51.94,55.76,6.86,173709,12795,186505,334461,147956,57322,"Ambos sexos"
"508",508,"2022.ASO","Los Ríos",32.35,51.8,55.65,6.92,173348,12891,186239,334666,148427,56086,"Ambos sexos"
"509",509,"2022.SON","Los Ríos",32.29,51.81,55.19,6.12,173483,11313,184796,334848,150052,56018,"Ambos sexos"
"510",510,"2022.OND","Los Ríos",32.26,53.21,56.53,5.87,178283,11119,189402,335061,145659,57507,"Ambos sexos"
"511",511,"2022.NDE","Los Ríos",33.04,53.93,58.12,7.21,180828,14044,194872,335284,140412,59743,"Ambos sexos"
"512",512,"2023.DEF","Los Ríos",36.03,54.62,59.03,7.47,183272,14791,198063,335509,137446,66028,"Ambos sexos"
"513",513,"2023.EFM","Los Ríos",35.15,52.96,57.4,7.73,177787,14885,192673,335692,143019,62490,"Ambos sexos"
"514",514,"2023.FMA","Los Ríos",35.45,52.69,56.62,6.93,176995,13189,190185,335898,145713,62751,"Ambos sexos"
"515",515,"2023.MAM","Los Ríos",33.64,52.8,56.51,6.56,177453,12468,189921,336092,146171,59702,"Ambos sexos"
"516",516,"2023.AMJ","Los Ríos",33.13,52.64,56.62,7.03,177025,13388,190413,336306,145893,58657,"Ambos sexos"
"517",517,"2023.MJJ","Los Ríos",33.3,53.4,57.64,7.36,179708,14272,193981,336520,142539,59852,"Ambos sexos"
"518",518,"2023.JJA","Los Ríos",33.29,53.29,58.16,8.37,179431,16392,195824,336722,140898,59732,"Ambos sexos"
"519",519,"2020.JJA","Arica y Parinacota",28.41,45.28,50.05,9.52,90424,9514,99937,199694,99757,25687,"Ambos sexos"
"520",520,"2020.JAS","Arica y Parinacota",29.64,45.22,49.99,9.55,90430,9546,99975,199972,99997,26799,"Ambos sexos"
"521",521,"2020.ASO","Arica y Parinacota",32.1,47.66,50.97,6.49,95436,6627,102064,200239,98175,30633,"Ambos sexos"
"522",522,"2020.SON","Arica y Parinacota",32.69,48.88,52.13,6.23,98007,6510,104516,200501,95985,32037,"Ambos sexos"
"523",523,"2020.OND","Arica y Parinacota",33.78,49.77,53.08,6.24,99918,6648,106566,200773,94207,33753,"Ambos sexos"
"524",524,"2020.NDE","Arica y Parinacota",32.17,50.34,54.11,6.96,101210,7576,108785,201041,92256,32563,"Ambos sexos"
"525",525,"2021.DEF","Arica y Parinacota",31.85,51.81,56.23,7.86,104295,8896,113191,201315,88124,33221,"Ambos sexos"
"526",526,"2021.EFM","Arica y Parinacota",29.57,51.96,56.13,7.42,104749,8399,113148,201584,88436,30974,"Ambos sexos"
"527",527,"2021.FMA","Arica y Parinacota",29.49,50.81,55.25,8.04,102563,8962,111525,201853,90328,30249,"Ambos sexos"
"528",528,"2021.MAM","Arica y Parinacota",29.81,50.87,54.27,6.25,102824,6856,109681,202115,92434,30654,"Ambos sexos"
"529",529,"2021.AMJ","Arica y Parinacota",33.03,50.11,53.5,6.34,101420,6868,108288,202397,94109,33497,"Ambos sexos"
"530",530,"2021.MJJ","Arica y Parinacota",33.63,50.87,53.68,5.24,103084,5699,108783,202661,93878,34672,"Ambos sexos"
"531",531,"2021.JJA","Arica y Parinacota",35.65,51.01,53.91,5.37,103504,5879,109383,202903,93520,36904,"Ambos sexos"
"532",532,"2021.JAS","Arica y Parinacota",33.76,51.87,54.54,4.89,105356,5413,110769,203107,92338,35573,"Ambos sexos"
"533",533,"2021.ASO","Arica y Parinacota",32.71,51.94,54.95,5.48,105600,6122,111722,203304,91582,34541,"Ambos sexos"
"534",534,"2021.SON","Arica y Parinacota",31.72,52.02,54.76,4.99,105866,5566,111432,203503,92071,33579,"Ambos sexos"
"535",535,"2021.OND","Arica y Parinacota",31.41,52.07,54.69,4.79,106070,5333,111403,203714,92311,33316,"Ambos sexos"
"536",536,"2021.NDE","Arica y Parinacota",30.48,53.4,55.57,3.89,108893,4412,113305,203911,90606,33186,"Ambos sexos"
"537",537,"2022.DEF","Arica y Parinacota",30.02,53.15,55.56,4.34,108487,4927,113414,204119,90705,32566,"Ambos sexos"
"538",538,"2022.EFM","Arica y Parinacota",30.42,53.38,56.34,5.25,109064,6043,115106,204316,89210,33177,"Ambos sexos"
"539",539,"2022.FMA","Arica y Parinacota",30.8,53.92,57.27,5.85,110285,6852,117136,204519,87383,33970,"Ambos sexos"
"540",540,"2022.MAM","Arica y Parinacota",31.09,54,57.65,6.32,110556,7463,118020,204719,86699,34369,"Ambos sexos"
"541",541,"2022.AMJ","Arica y Parinacota",32.69,53.78,57.77,6.91,110196,8176,118371,204918,86547,36026,"Ambos sexos"
"542",542,"2022.MJJ","Arica y Parinacota",34.96,53.99,58.28,7.37,110743,8806,119549,205115,85566,38714,"Ambos sexos"
"543",543,"2022.JJA","Arica y Parinacota",35.66,54.62,58.83,7.16,112152,8643,120795,205328,84533,39993,"Ambos sexos"
"544",544,"2022.JAS","Arica y Parinacota",36.63,54.58,58.9,7.34,112172,8886,121058,205527,84469,41086,"Ambos sexos"
"545",545,"2022.ASO","Arica y Parinacota",36.14,54.4,58.62,7.21,111909,8700,120609,205734,85125,40447,"Ambos sexos"
"546",546,"2022.SON","Arica y Parinacota",35.54,54.54,58.86,7.33,112331,8881,121212,205943,84731,39925,"Ambos sexos"
"547",547,"2022.OND","Arica y Parinacota",34.49,54.33,58.17,6.59,112008,7899,119907,206147,86240,38628,"Ambos sexos"
"548",548,"2022.NDE","Arica y Parinacota",33.03,53.69,57.49,6.61,110779,7847,118626,206348,87722,36586,"Ambos sexos"
"549",549,"2023.DEF","Arica y Parinacota",32.01,52.54,57.17,8.11,108520,9580,118100,206560,88460,34740,"Ambos sexos"
"550",550,"2023.EFM","Arica y Parinacota",32.72,53.77,58.34,7.84,111170,9460,120631,206764,86133,36379,"Ambos sexos"
"551",551,"2023.FMA","Arica y Parinacota",33.47,54.54,59.51,8.35,112881,10282,123162,206972,83810,37776,"Ambos sexos"
"552",552,"2023.MAM","Arica y Parinacota",37.1,55.62,60.27,7.71,115236,9624,124859,207167,82308,42755,"Ambos sexos"
"553",553,"2023.AMJ","Arica y Parinacota",36.24,55.17,59.77,7.69,114419,9535,123954,207379,83425,41466,"Ambos sexos"
"554",554,"2023.MJJ","Arica y Parinacota",37.08,55.17,59.63,7.48,114523,9266,123789,207582,83793,42468,"Ambos sexos"
"555",555,"2023.JJA","Arica y Parinacota",35.79,55.06,59.34,7.21,114409,8896,123305,207796,84491,40945,"Ambos sexos"
"556",556,"2020.JJA","Ñuble",28.67,43.5,48.81,10.89,181073,22124,203197,416295,213098,51921,"Ambos sexos"
"557",557,"2020.JAS","Ñuble",29.04,44.36,49.71,10.77,184781,22293,207073,416572,209499,53662,"Ambos sexos"
"558",558,"2020.ASO","Ñuble",29.58,45.48,50.53,9.99,189604,21038,210642,416898,206256,56086,"Ambos sexos"
"559",559,"2020.SON","Ñuble",32.47,47.7,52.53,9.2,198990,20168,219158,417203,198045,64608,"Ambos sexos"
"560",560,"2020.OND","Ñuble",31.43,49.01,53.38,8.19,204637,18250,222888,417515,194627,64321,"Ambos sexos"
"561",561,"2020.NDE","Ñuble",31.92,49.97,54.74,8.7,208803,19892,228694,417817,189123,66659,"Ambos sexos"
"562",562,"2021.DEF","Ñuble",30.51,49.85,54.61,8.72,208419,19906,228326,418118,189792,63589,"Ambos sexos"
"563",563,"2021.EFM","Ñuble",33.18,49.78,54.86,9.26,208283,21266,229549,418413,188864,69102,"Ambos sexos"
"564",564,"2021.FMA","Ñuble",33.21,49.47,53.99,8.37,207131,18909,226039,418701,192662,68795,"Ambos sexos"
"565",565,"2021.MAM","Ñuble",32.82,48.32,53.03,8.89,202463,19748,222211,419016,196805,66443,"Ambos sexos"
"566",566,"2021.AMJ","Ñuble",32.18,46.78,52.18,10.35,196167,22654,218821,419330,200509,63117,"Ambos sexos"
"567",567,"2021.MJJ","Ñuble",32.08,46.98,52.43,10.39,197145,22861,220006,419636,199630,63250,"Ambos sexos"
"568",568,"2021.JJA","Ñuble",31.81,47.56,52.88,10.05,199717,22325,222042,419910,197868,63533,"Ambos sexos"
"569",569,"2021.JAS","Ñuble",32.44,48.28,52.85,8.64,202888,19187,222075,420221,198146,65807,"Ambos sexos"
"570",570,"2021.ASO","Ñuble",33.38,49.49,53.43,7.37,208131,16555,224686,420515,195829,69466,"Ambos sexos"
"571",571,"2021.SON","Ñuble",34.05,50.05,53.33,6.15,210605,13798,224404,420787,196383,71715,"Ambos sexos"
"572",572,"2021.OND","Ñuble",33.3,51.77,54.69,5.33,217999,12274,230273,421069,190796,72596,"Ambos sexos"
"573",573,"2021.NDE","Ñuble",34.28,52.25,55.01,5.03,220148,11651,231799,421342,189543,75471,"Ambos sexos"
"574",574,"2022.DEF","Ñuble",34.57,52,55.57,6.42,219247,15041,234288,421618,187330,75794,"Ambos sexos"
"575",575,"2022.EFM","Ñuble",34.65,50.5,54.67,7.62,213094,17565,230659,421930,191271,73832,"Ambos sexos"
"576",576,"2022.FMA","Ñuble",33.37,49.89,54.77,8.91,210643,20595,231238,422214,190976,70282,"Ambos sexos"
"577",577,"2022.MAM","Ñuble",32.73,49.81,54.71,8.96,210433,20716,231149,422498,191349,68880,"Ambos sexos"
"578",578,"2022.AMJ","Ñuble",33.32,49.65,54.71,9.25,209928,21385,231314,422781,191467,69940,"Ambos sexos"
"579",579,"2022.MJJ","Ñuble",33.6,48.06,53.18,9.63,203312,21662,224973,423074,198101,68312,"Ambos sexos"
"580",580,"2022.JJA","Ñuble",34.28,48.51,53.58,9.46,205354,21458,226812,423344,196532,70391,"Ambos sexos"
"581",581,"2022.JAS","Ñuble",35.93,48.17,53.04,9.18,204051,20620,224672,423625,198953,73323,"Ambos sexos"
"582",582,"2022.ASO","Ñuble",36.14,49.84,54.03,7.76,211249,17774,229023,423893,194870,76350,"Ambos sexos"
"583",583,"2022.SON","Ñuble",37.91,49.85,53.83,7.39,211429,16883,228312,424150,195838,80149,"Ambos sexos"
"584",584,"2022.OND","Ñuble",37.63,52.01,56.18,7.43,220738,17724,238461,424451,185990,83069,"Ambos sexos"
"585",585,"2022.NDE","Ñuble",37.11,51.95,56.64,8.28,220652,19930,240582,424742,184160,81878,"Ambos sexos"
"586",586,"2023.DEF","Ñuble",35.73,51.94,57.13,9.09,220746,22067,242813,425007,182194,78876,"Ambos sexos"
"587",587,"2023.EFM","Ñuble",36.95,50.92,56.08,9.21,216554,21959,238513,425289,186776,80010,"Ambos sexos"
"588",588,"2023.FMA","Ñuble",37.53,50.71,55.96,9.39,215784,22359,238143,425550,187407,80982,"Ambos sexos"
"589",589,"2023.MAM","Ñuble",37.48,51.05,56.07,8.94,217406,21356,238762,425834,187072,81474,"Ambos sexos"
"590",590,"2023.AMJ","Ñuble",35.48,49.67,54.96,9.63,211641,22550,234191,426104,191913,75100,"Ambos sexos"
"591",591,"2023.MJJ","Ñuble",35.45,49.2,54.7,10.05,209788,23438,233226,426411,193185,74367,"Ambos sexos"
"592",592,"2023.JJA","Ñuble",33.91,48.87,54.54,10.39,208521,24188,232709,426672,193963,70710,"Ambos sexos"
"593",593,"2020.JJA","Total país",22.53,45.72,52.5,12.91,7191414,1065796,8257210,15729265,7472055,1620151,"Ambos sexos"
"594",594,"2020.JAS","Total país",23.49,46.77,53.36,12.35,7365055,1037582,8402637,15746866,7344229,1729949,"Ambos sexos"
"595",595,"2020.ASO","Total país",25.12,48.64,55.01,11.58,7667659,1003911,8671570,15764525,7092955,1926274,"Ambos sexos"
"596",596,"2020.SON","Total país",26.68,50.16,56.21,10.76,7916724,954352,8871076,15782138,6911062,2112280,"Ambos sexos"
"597",597,"2020.OND","Total país",26.98,50.8,56.62,10.29,8026217,920263,8946480,15799928,6853448,2165309,"Ambos sexos"
"598",598,"2020.NDE","Total país",27.08,51.34,57.19,10.23,8121420,925214,9046634,15817719,6771085,2199650,"Ambos sexos"
"599",599,"2021.DEF","Total país",26.46,51.58,57.5,10.3,8167623,938324,9105948,15835398,6729450,2161171,"Ambos sexos"
"600",600,"2021.EFM","Total país",26.69,51.4,57.33,10.35,8148206,941088,9089294,15853046,6763752,2174531,"Ambos sexos"
"601",601,"2021.FMA","Total país",26.2,51.06,56.89,10.24,8104129,924974,9029103,15870679,6841576,2123557,"Ambos sexos"
"602",602,"2021.MAM","Total país",26.1,50.61,56.26,10.04,8041110,897161,8938272,15888394,6950122,2098432,"Ambos sexos"
"603",603,"2021.AMJ","Total país",25.96,50.55,55.86,9.5,8041191,843758,8884950,15906102,7021152,2087800,"Ambos sexos"
"604",604,"2021.MJJ","Total país",26.89,51.17,56.19,8.93,8148948,799380,8948328,15923835,6975507,2191335,"Ambos sexos"
"605",605,"2021.JJA","Total país",27.13,51.81,56.66,8.55,8258775,771903,9030678,15939249,6908571,2240607,"Ambos sexos"
"606",606,"2021.JAS","Total país",27.65,52.31,57.11,8.41,8345240,765842,9111082,15952365,6841283,2307371,"Ambos sexos"
"607",607,"2021.ASO","Total país",27.93,52.97,57.62,8.08,8456511,743008,9199520,15965393,6765873,2361665,"Ambos sexos"
"608",608,"2021.SON","Total país",28.21,53.56,57.92,7.53,8558362,696688,9255050,15978363,6723313,2414580,"Ambos sexos"
"609",609,"2021.OND","Total país",28.28,54.27,58.47,7.19,8678287,672297,9350584,15991432,6640848,2454121,"Ambos sexos"
"610",610,"2021.NDE","Total país",28.03,54.44,58.71,7.27,8712890,683236,9396126,16004483,6608357,2442569,"Ambos sexos"
"611",611,"2022.DEF","Total país",27.81,54.74,59.18,7.5,8768645,710820,9479464,16017428,6537964,2438920,"Ambos sexos"
"612",612,"2022.EFM","Total país",27.27,54.88,59.52,7.8,8797561,744041,9541602,16030541,6488939,2398884,"Ambos sexos"
"613",613,"2022.FMA","Total país",27.17,55.07,59.7,7.75,8835478,742016,9577493,16043616,6466123,2400599,"Ambos sexos"
"614",614,"2022.MAM","Total país",27.35,55.15,59.82,7.8,8855076,749542,9604618,16056612,6451994,2421790,"Ambos sexos"
"615",615,"2022.AMJ","Total país",27.11,55,59.66,7.81,8838432,748913,9587345,16069655,6482310,2395933,"Ambos sexos"
"616",616,"2022.MJJ","Total país",26.64,55.03,59.76,7.92,8849831,761069,9610900,16082690,6471790,2357499,"Ambos sexos"
"617",617,"2022.JJA","Total país",26.66,55.01,59.74,7.93,8853293,762473,9615766,16095411,6479645,2360389,"Ambos sexos"
"618",618,"2022.JAS","Total país",27.06,54.9,59.7,8.04,8843544,773188,9616732,16107712,6490980,2393242,"Ambos sexos"
"619",619,"2022.ASO","Total país",27.67,55.02,59.78,7.97,8869323,767933,9637256,16120185,6482929,2453760,"Ambos sexos"
"620",620,"2022.SON","Total país",27.28,55.06,59.82,7.95,8883090,767075,9650165,16132437,6482272,2423030,"Ambos sexos"
"621",621,"2022.OND","Total país",27.37,55.53,60.27,7.86,8965230,765069,9730299,16144885,6414586,2453565,"Ambos sexos"
"622",622,"2022.NDE","Total país",27.27,55.76,60.63,8.04,9008546,787317,9795863,16157315,6361452,2456973,"Ambos sexos"
"623",623,"2023.DEF","Total país",27.31,55.85,60.95,8.37,9030162,824612,9854774,16169766,6314992,2466432,"Ambos sexos"
"624",624,"2023.EFM","Total país",27.45,55.65,61.03,8.81,9006145,869932,9876077,16182118,6306041,2472059,"Ambos sexos"
"625",625,"2023.FMA","Total país",27.36,55.62,60.89,8.66,9006729,853902,9860631,16194588,6333957,2463981,"Ambos sexos"
"626",626,"2023.MAM","Total país",27.38,55.74,60.94,8.52,9034231,841916,9876146,16206908,6330762,2473967,"Ambos sexos"
"627",627,"2023.AMJ","Total país",27.18,55.71,60.9,8.53,9035114,842305,9877419,16219348,6341929,2455317,"Ambos sexos"
"628",628,"2023.MJJ","Total país",26.87,55.62,60.97,8.77,9028647,868170,9896817,16231718,6334901,2425785,"Ambos sexos"
"629",629,"2023.JJA","Total país",26.72,55.44,60.92,9,9005443,890175,9895618,16244301,6348683,2406217,"Ambos sexos"
"630",630,"2020.JJA","Tarapacá",20.97,46.27,54.7,15.41,136810,24919,161729,295648,133919,28692,"Hombre"
"631",631,"2020.JAS","Tarapacá",22.83,47.94,54.75,12.44,142020,20171,162191,296244,134053,32429,"Hombre"
"632",632,"2020.ASO","Tarapacá",27.03,50.61,55.94,9.54,150221,15836,166057,296837,130780,40609,"Hombre"
"633",633,"2020.SON","Tarapacá",28.18,52.41,57.21,8.38,155881,14260,170142,297424,127282,43929,"Hombre"
"634",634,"2020.OND","Tarapacá",30.05,54.33,58.99,7.89,161926,13878,175803,298014,122211,48655,"Hombre"
"635",635,"2020.NDE","Tarapacá",28.38,52.7,58.8,10.37,157372,18205,175576,298611,123035,44669,"Hombre"
"636",636,"2021.DEF","Tarapacá",26.75,54.02,58.5,7.65,161636,13387,175023,299205,124182,43233,"Hombre"
"637",637,"2021.EFM","Tarapacá",25.66,52.58,58.53,10.17,157623,17840,175463,299794,124331,40452,"Hombre"
"638",638,"2021.FMA","Tarapacá",25.79,53.81,59.62,9.74,161641,17451,179092,300395,121303,41687,"Hombre"
"639",639,"2021.MAM","Tarapacá",27.35,53.47,60.02,10.92,160921,19734,180655,300975,120320,44019,"Hombre"
"640",640,"2021.AMJ","Tarapacá",28.78,54.57,59.86,8.84,164568,15958,180526,301570,121044,47367,"Hombre"
"641",641,"2021.MJJ","Tarapacá",29.83,54.34,59.04,7.95,164211,14187,178399,302166,123767,48985,"Hombre"
"642",642,"2021.JJA","Tarapacá",31.65,56.24,60.11,6.44,170215,11715,181930,302669,120739,53879,"Hombre"
"643",643,"2021.JAS","Tarapacá",30.91,55.79,59.94,6.91,169097,12561,181658,303082,121424,52274,"Hombre"
"644",644,"2021.ASO","Tarapacá",32.87,56.18,60.73,7.49,170504,13805,184309,303472,119163,56037,"Hombre"
"645",645,"2021.SON","Tarapacá",32.09,55.79,61.04,8.6,169550,15953,185504,303892,118388,54407,"Hombre"
"646",646,"2021.OND","Tarapacá",34.09,56.61,62.13,8.88,172280,16779,189060,304302,115242,58726,"Hombre"
"647",647,"2021.NDE","Tarapacá",32.14,57.02,62.61,8.92,173757,17026,190783,304735,113952,55847,"Hombre"
"648",648,"2022.DEF","Tarapacá",35.77,58.16,63.51,8.42,177482,16318,193800,305145,111345,63493,"Hombre"
"649",649,"2022.EFM","Tarapacá",33.74,58.05,63.53,8.63,177365,16748,194113,305549,111436,59851,"Hombre"
"650",650,"2022.FMA","Tarapacá",34.81,60.6,65.96,8.12,185428,16395,201823,305973,104150,64556,"Hombre"
"651",651,"2022.MAM","Tarapacá",31.47,60.19,65.65,8.32,184408,16730,201138,306382,105244,58034,"Hombre"
"652",652,"2022.AMJ","Tarapacá",31.37,60.18,65.66,8.34,184643,16803,201446,306810,105364,57924,"Hombre"
"653",653,"2022.MJJ","Tarapacá",31.23,59.6,65.66,9.23,183104,18625,201729,307229,105500,57185,"Hombre"
"654",654,"2022.JJA","Tarapacá",32.02,60.95,67.48,9.68,187506,20091,207597,307632,100035,60040,"Hombre"
"655",655,"2022.JAS","Tarapacá",33.1,61.64,68.23,9.66,189860,20292,210153,308016,97863,62841,"Hombre"
"656",656,"2022.ASO","Tarapacá",35.23,63.2,68.83,8.17,194911,17347,212258,308400,96142,68667,"Hombre"
"657",657,"2022.SON","Tarapacá",36,61.51,67.24,8.52,189928,17689,207617,308785,101168,68372,"Hombre"
"658",658,"2022.OND","Tarapacá",37.22,61.09,66.99,8.8,188890,18215,207105,309179,102074,70307,"Hombre"
"659",659,"2022.NDE","Tarapacá",35.59,60.5,66.91,9.58,187293,19843,207136,309569,102433,66657,"Hombre"
"660",660,"2023.DEF","Tarapacá",34.2,60.79,67.06,9.34,188419,19419,207838,309943,102105,64431,"Hombre"
"661",661,"2023.EFM","Tarapacá",33.93,59.97,65.29,8.14,186109,16489,202597,310325,107728,63144,"Hombre"
"662",662,"2023.FMA","Tarapacá",33.88,60.27,65.21,7.57,187286,15336,202622,310721,108099,63445,"Hombre"
"663",663,"2023.MAM","Tarapacá",34.61,60.78,65.33,6.96,189093,14150,203242,311102,107860,65447,"Hombre"
"664",664,"2023.AMJ","Tarapacá",33.06,60.67,65.32,7.12,188973,14489,203462,311496,108034,62480,"Hombre"
"665",665,"2023.MJJ","Tarapacá",32.61,59.4,63.84,6.96,185240,13861,199100,311875,112775,60412,"Hombre"
"666",666,"2023.JJA","Tarapacá",32.72,59.38,63.4,6.35,185431,12571,198002,312286,114284,60678,"Hombre"
"667",667,"2020.JJA","Antofagasta",16.82,49.93,57.29,12.85,272674,40222,312896,546135,233239,45870,"Hombre"
"668",668,"2020.JAS","Antofagasta",15.97,49.87,56.98,12.48,272837,38905,311742,547061,235319,43566,"Hombre"
"669",669,"2020.ASO","Antofagasta",18.61,52.09,59.29,12.15,285442,39478,324920,547984,223064,53126,"Hombre"
"670",670,"2020.SON","Antofagasta",20.73,52.89,58.9,10.2,290308,32981,323290,548894,225604,60172,"Hombre"
"671",671,"2020.OND","Antofagasta",20.99,52.9,59.3,10.78,290879,35154,326032,549832,223800,61058,"Hombre"
"672",672,"2020.NDE","Antofagasta",20.48,52.64,59.03,10.83,289894,35191,325086,550737,225651,59356,"Hombre"
"673",673,"2021.DEF","Antofagasta",20.45,53.7,60.49,11.22,296248,37422,333670,551657,217987,60584,"Hombre"
"674",674,"2021.EFM","Antofagasta",20.77,53.66,60.08,10.7,296500,35512,332012,552578,220566,61578,"Hombre"
"675",675,"2021.FMA","Antofagasta",22.28,53.8,60.14,10.54,297777,35081,332857,553511,220654,66358,"Hombre"
"676",676,"2021.MAM","Antofagasta",23.27,54.07,60.46,10.57,299782,35443,335225,554419,219194,69764,"Hombre"
"677",677,"2021.AMJ","Antofagasta",24.61,54.93,60.47,9.17,305031,30811,335842,555355,219513,75080,"Hombre"
"678",678,"2021.MJJ","Antofagasta",23.76,55.33,60.79,8.99,307789,30386,338176,556268,218092,73144,"Hombre"
"679",679,"2021.JJA","Antofagasta",23.39,54.63,60.21,9.27,304302,31105,335407,557017,221610,71170,"Hombre"
"680",680,"2021.JAS","Antofagasta",22.46,55.71,61.65,9.64,310598,33151,343749,557565,213816,69758,"Hombre"
"681",681,"2021.ASO","Antofagasta",22.75,56.87,62.58,9.13,317380,31876,349256,558091,208835,72193,"Hombre"
"682",682,"2021.SON","Antofagasta",23.58,57.56,63.03,8.68,321552,30577,352129,558654,206525,75812,"Hombre"
"683",683,"2021.OND","Antofagasta",24.4,58.29,63.47,8.17,325952,28994,354946,559200,204254,79537,"Hombre"
"684",684,"2021.NDE","Antofagasta",23.6,58.36,63.78,8.5,326689,30339,357028,559743,202715,77099,"Hombre"
"685",685,"2022.DEF","Antofagasta",23.46,58.78,63.98,8.13,329333,29132,358465,560262,201797,77256,"Hombre"
"686",686,"2022.EFM","Antofagasta",21.98,57.51,63.18,8.98,322499,31812,354311,560810,206499,70883,"Hombre"
"687",687,"2022.FMA","Antofagasta",22.24,57.54,62.44,7.85,323011,27504,350515,561355,210840,71833,"Hombre"
"688",688,"2022.MAM","Antofagasta",23.14,58.3,63.09,7.59,327593,26914,354507,561916,207409,75795,"Hombre"
